"id_perusahaan","nama_perusahaan","kategori_bidang","spesialisasi_bidang","kota_sumsel","deskripsi_singkat","prediksi_skill_dibutuhkan","sumber_data"
"PSM051","PT Utilitas Jaya","Utilitas","Ketenagalistrikan (Pembangkitan)","Kayu Agung","Beroperasi di Kayu Agung, PT Utilitas Jaya menawarkan keahlian dalam Ketenagalistrikan (Pembangkitan) di sektor Utilitas. Mereka dikenal karena inovasi dan kualitas.","Analisis Data Perilaku Pengguna Lokal;Sistem Informasi Akademik;Fasilitas Produksi Migas;Reasuransi (Dasar);Korporat);Manajemen Produksi Pakan Ternak;Manajemen Operasi Penerbangan","Data Generasi Otomatis"
"PSM052","UD Logistik Abadi Lubuklinggau (Persero)","Logistik & Transportasi","Layanan Kepelabuhanan","Lubuklinggau","Beroperasi di Lubuklinggau, UD Logistik Abadi Lubuklinggau (Persero) menawarkan keahlian dalam Layanan Kepelabuhanan di sektor Logistik & Transportasi. Mereka dikenal karena inovasi dan kualitas.","Silvikultur & Pembibitan;Operasional Cabang Bank;Pengolahan Limbah Industri Pulp & Kertas;Underwriting Asuransi Umum;Manajemen Operasional Pembangkit Listrik Lokal (Diesel/Gas);Teknik Sipil Sumber Daya Air (Irigasi;Perbankan Digital;Teknik Mesin;Manajemen Lingkungan Tambang","Analisis Internal"
"PSM053","PT Ritel Perdana Muara Enim","Ritel","Distribusi & Ritel Produk Digital & Gaya Hidup","Muara Enim","Vero voluptates minima eum nostrum id rerum iure. Vitae aliquid esse velit velit delectus ipsum blanditiis.","Analisis Laporan Keuangan Lembaga Jasa Keuangan;Manajemen Peternakan Ayam (Broiler/Layer);HSE Operasi Migas;Mudharabah;Manajemen Keuangan BUMD Energi;Logistik Barang via Kereta;Sales & Marketing Pakan/DOC;Layanan Pelanggan;Layanan Penumpang Kereta;Manajemen Operasi Penerbangan","Analisis Internal"
"PSM054","UD Regulator Karya","Regulator Keuangan","Pengawasan Sektor Jasa Keuangan","Baturaja (OKU);Muara Enim","UD Regulator Karya menyediakan solusi Regulator Keuangan dengan spesialisasi Pengawasan Sektor Jasa Keuangan untuk pasar di Baturaja (OKU) dan Muara Enim dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Manajemen Klub Olahraga;Pemasaran Produk Keuangan Syariah;Analisis Penjualan Ritel;Analisis Laporan Keuangan Lembaga Jasa Keuangan;Manajemen Produksi Pakan Ternak;Sistem Kontrol Pembangkit (PLC/DCS)","Riset Tambahan"
"PSM055","Yayasan Material","Material Konstruksi","Semen","Kayu Agung","Asperiores dignissimos culpa reprehenderit quibusdam molestiae dolor provident. Ipsa vero amet provident tenetur sunt minima.","Analisis Data Operasional;Gerbong);PLTG;Pengawasan Kepatuhan (Compliance);Pengembangan Perangkat Lunak;Estimasi Biaya Proyek (Quantity Surveyor)","Data Generasi Otomatis"
"PSM056","Yayasan Utilitas Solusindo","Utilitas","Ketenagalistrikan (Pembangkitan)","Indralaya","Quis dicta consequatur magnam facilis quam.","Drainase;Korporat);Teknik Prasarana Kereta Api (Rel;Microsoft Office Suite;Sistem Informasi Akademik","Riset Tambahan"
"PSM057","PT Material (Persero)","Material Konstruksi","Semen","Sekayu (Muba)","PT Material (Persero) adalah perusahaan yang bergerak di bidang Material Konstruksi, dengan fokus pada Semen. Berlokasi di Sekayu (Muba), perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Geologi & Geofisika Eksplorasi;Fasilitas Produksi Migas;Kerjasama Universitas & Industri;Klaim Asuransi Kredit;Basic Aircraft Maintenance Awareness;GIS & Pemetaan Tambang;Cloud Computing (Dasar);Sistem Kontrol Proses (DCS);Bendungan);Teknik Sipil Sumber Daya Air (Irigasi","Transkripsi Gambar & Riset"
"PSM058","UD Regulator Perdana Palembang","Regulator Keuangan","Pengawasan Sektor Jasa Keuangan","Palembang; lokasi proyek","Sebagai pemain di industri Regulator Keuangan, UD Regulator Perdana Palembang yang berbasis di Palembang dan  lokasi proyek mengkhususkan diri dalam Pengawasan Sektor Jasa Keuangan. Dedikasi pada kualitas adalah prioritas utama.","Manajemen Klaim Asuransi;Manajemen Pelayanan Medis & Keperawatan;5G);Pengembangan Kurikulum;Housekeeping Management;Pengolahan Limbah Industri Pulp & Kertas;Proses Produksi Pupuk","Analisis Internal"
"PSM059","Perum Asia Central Regulator","Regulator Keuangan","Pengawasan Sektor Jasa Keuangan","Palembang","Beroperasi di Palembang, Perum Asia Central Regulator menawarkan keahlian dalam Pengawasan Sektor Jasa Keuangan di sektor Regulator Keuangan. Mereka dikenal karena inovasi dan kualitas.","Pemasaran Digital;Teknik Kimia (Pengolahan);PLTA);Pengabdian Masyarakat;Manajemen Operasional Platform Digital;Manajemen Kualitas (QC/QA);Java;Manajemen Siaran Radio;Operasional Perkeretaapian;Jaringan Akses (Fiber Optik","Riset Tambahan"
"PSM060","Perum Manufaktur","Manufaktur","Industri Pulp & Kertas","Kayu Agung","Perum Manufaktur adalah perusahaan yang bergerak di bidang Manufaktur, dengan fokus pada Industri Pulp & Kertas. Berlokasi di Kayu Agung, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Teknik Perminyakan;Sertifikasi Kehutanan Lestari (FSC/PEFC);Teknik Sipil Sumber Daya Air (Irigasi;Pemecahan Masalah;Scouting & Analisis Pemain (Dasar);Estimasi Biaya Proyek (Quantity Surveyor);Sales & Ticketing Maskapai;HSE Konstruksi;Teknik Kimia","Riset Tambahan"
"PSM061","PT Agribisnis (Persero)","Agribisnis","Perkebunan Komoditas Ekspor","Indralaya","Sebagai pemain di industri Agribisnis, PT Agribisnis (Persero) yang berbasis di Indralaya mengkhususkan diri dalam Perkebunan Komoditas Ekspor. Dedikasi pada kualitas adalah prioritas utama.","Teknik Kimia (Pengolahan);Teknik Sipil (Jalan Tol & Jembatan);Analisis Kelayakan Kredit Usaha;Food & Beverage Service/Production;Manajemen Ritel Modern;Pemasaran Produk Gadget & Elektronik;Sertifikasi Kehutanan Lestari (FSC/PEFC);Digitalisasi Konten Radio & Podcast;UKM","Data Generasi Otomatis"
"PSM062","PT Teknologi","Teknologi & Telekomunikasi","Layanan Telekomunikasi & Digital","Palembang; Indralaya","Beroperasi di Palembang dan  Indralaya, PT Teknologi menawarkan keahlian dalam Layanan Telekomunikasi & Digital di sektor Teknologi & Telekomunikasi. Mereka dikenal karena inovasi dan kualitas.","Komunikasi Publik & Kehumasan Pemerintah;Manajemen Klub Olahraga;Teknik Prasarana Kereta Api (Rel;Manajemen Klaim Asuransi;Layanan Pengguna Jalan Tol;Python;Air);Mekanisasi Pertanian","Data Generasi Otomatis"
"PSM063","Perum Logistik Group","Logistik & Transportasi","Layanan Kepelabuhanan","Prabumulih","Perum Logistik Group adalah perusahaan yang bergerak di bidang Logistik & Transportasi, dengan fokus pada Layanan Kepelabuhanan. Berlokasi di Prabumulih, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Pengawasan Kepatuhan (Compliance);Bahasa Inggris;Analisis Pembiayaan Syariah (Murabahah;Reklamasi Lahan Tambang;Air Traffic Services (Dasar);Housekeeping Management;HSE Operasi Migas;Manajemen Lalu Lintas Tol;Budidaya Ikan Air Tawar/Payau","Transkripsi Gambar & Riset"
"PSM064","Yayasan Teknologi Mulia Palembang","Teknologi & Layanan","Platform Digital Multi-Layanan","Palembang; Indralaya","Yayasan Teknologi Mulia Palembang menyediakan solusi Teknologi & Layanan dengan spesialisasi Platform Digital Multi-Layanan untuk pasar di Palembang dan  Indralaya dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Layanan Pelanggan Ritel;Analisis Laporan Keuangan Lembaga Jasa Keuangan;Logistik Industri;Reklamasi Lahan Tambang","Riset Tambahan"
"PSM065","PT Asuransi","Asuransi","Asuransi Umum","Palembang; lokasi proyek;Prabumulih","PT Asuransi adalah perusahaan yang bergerak di bidang Asuransi, dengan fokus pada Asuransi Umum. Berlokasi di Palembang dan  lokasi proyek dan Prabumulih, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Layanan Penerbangan (Passenger Handling;Farmasi Klinis & Manajemen Obat;Hukum Bisnis & Jaminan;Cloud Computing (AWS/Azure/GCP);Pengolahan Hasil Perkebunan (Primer);Geosains;K3 (Keselamatan dan Kesehatan Kerja);Teknik Pertambangan","Transkripsi Gambar & Riset"
"PSM066","UD Layanan Sejahtera","Layanan Publik","Pengelolaan Sumber Daya Air","Lahat","Beroperasi di Lahat, UD Layanan Sejahtera menawarkan keahlian dalam Pengelolaan Sumber Daya Air di sektor Layanan Publik. Mereka dikenal karena inovasi dan kualitas.","Manajemen Klaim Asuransi;Sistem Persinyalan Kereta Api;Operasional Terminal Peti Kemas/Curah;Manajemen Pelayanan Medis & Keperawatan;Air);Analisis Data Operasional","Riset Tambahan"
"PSM067","UD Teknologi","Teknologi & Telekomunikasi","Layanan Komunikasi Seluler","Lahat","Sebagai pemain di industri Teknologi & Telekomunikasi, UD Teknologi yang berbasis di Lahat mengkhususkan diri dalam Layanan Komunikasi Seluler. Dedikasi pada kualitas adalah prioritas utama.","Hukum Bisnis & Jaminan;Teknik Penyiaran Radio (Audio Engineering);Logistik Industri;Optimalisasi Jaringan Radio (RF Optimization);Operasional Alat Berat;Komersial);Manajemen Event & Banquet","Transkripsi Gambar & Riset"
"PSM068","UD Otoritas Transportasi Mulia Syariah","Transportasi","Transportasi Darat (Perkeretaapian)","Lubuklinggau","UD Otoritas Transportasi Mulia Syariah adalah perusahaan yang bergerak di bidang Transportasi, dengan fokus pada Transportasi Darat (Perkeretaapian). Berlokasi di Lubuklinggau, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Quality Control Produk Peternakan;Pemasaran Produk Asuransi;Prinsip & Produk Perbankan Syariah;Audit Kepatuhan Syariah;Teknik Penyiaran Radio (Audio Engineering);Manajemen Penelitian & Publikasi Ilmiah","Data Generasi Otomatis"
"PSM069","Yayasan Pendidikan Raya","Pendidikan","Pendidikan Tinggi & Penelitian","Palembang; Kayu Agung;Lahat","Sebagai pemain di industri Pendidikan, Yayasan Pendidikan Raya yang berbasis di Palembang dan  Kayu Agung dan Lahat mengkhususkan diri dalam Pendidikan Tinggi & Penelitian. Dedikasi pada kualitas adalah prioritas utama.","Pemetaan GIS/Remote Sensing Kehutanan;Perencanaan Kehutanan & Inventarisasi Hutan;Teknologi Produksi Kertas;Manajemen Proyek;Pemeliharaan Listrik Pembangkit;Operasional Perkeretaapian","Analisis Internal"
"PSM070","UD Kesehatan Ogan Komering Ilir Group","Kesehatan","Layanan Kesehatan Rujukan Nasional","Ogan Komering Ilir (OKI)","Sebagai pemain di industri Kesehatan, UD Kesehatan Ogan Komering Ilir Group yang berbasis di Ogan Komering Ilir (OKI) mengkhususkan diri dalam Layanan Kesehatan Rujukan Nasional. Dedikasi pada kualitas adalah prioritas utama.","Manajemen Energi & Utilitas Pabrik Besar;Analisis Risiko Asuransi;Desain Grafis;Silvikultur & Pembibitan","Data Generasi Otomatis"
"PSM071","Perum Konstruksi Gemilang Muara Enim (Persero)","Konstruksi & Infrastruktur","Operator Jalan Tol","Muara Enim;Baturaja (OKU)","Beroperasi di Muara Enim dan Baturaja (OKU), Perum Konstruksi Gemilang Muara Enim (Persero) menawarkan keahlian dalam Operator Jalan Tol di sektor Konstruksi & Infrastruktur. Mereka dikenal karena inovasi dan kualitas.","UKM;GIS & Pemetaan Tambang;Pemasaran Produk Keuangan Syariah;Distribusi & Logistik Material Konstruksi;Sistem Informasi Akademik;Operasi Lapangan Migas;K3 Migas;Underwriting Asuransi Kredit;Manajemen Operasi Penerbangan;Operasional Cabang Bank","Data Generasi Otomatis"
"PSM072","Yayasan Perbankan","Perbankan","Layanan Keuangan & Perbankan Syariah","Lahat","Expedita qui autem nam ea. At quos quasi nihil suscipit magnam.","Penelitian Kesehatan;Cloud Computing (Dasar);Teknik Kimia (Proses Semen);Layanan Pelanggan Korporat & Ritel;Reasuransi (Dasar);Teknik Perminyakan (Produksi/Reservoir);Supply Chain Management","Data Generasi Otomatis"
"PSM073","UD Utilitas Cipta","Utilitas","Ketenagalistrikan (Pembangkitan)","Palembang; lokasi proyek","Sebagai pemain di industri Utilitas, UD Utilitas Cipta yang berbasis di Palembang dan  lokasi proyek mengkhususkan diri dalam Ketenagalistrikan (Pembangkitan). Dedikasi pada kualitas adalah prioritas utama.","Manajemen Energi & Utilitas Pabrik Besar;Instrumentasi & Kontrol Proses;Teknik Elektro;Mekanisasi Pertanian;Pemasaran & Sponsorship Olahraga","Data Generasi Otomatis"
"PSM074","UD Konstruksi","Konstruksi","Infrastruktur Jalan Tol","Kayu Agung","UD Konstruksi menyediakan solusi Konstruksi dengan spesialisasi Infrastruktur Jalan Tol untuk pasar di Kayu Agung dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Estimasi Biaya Proyek (Quantity Surveyor);Jalan;Perencanaan & Pengelolaan DAS;Teknologi Informasi & Komunikasi (TIK);Negosiasi;Manajemen Peternakan Ayam (Broiler/Layer);Manajemen Risiko Kredit","Data Generasi Otomatis"
"PSM075","Firma (Asuransi Kredit Utilitas","Utilitas","Ketenagalistrikan (Pembangkitan)","Lubuklinggau","Firma (Asuransi Kredit Utilitas adalah perusahaan yang bergerak di bidang Utilitas, dengan fokus pada Ketenagalistrikan (Pembangkitan). Berlokasi di Lubuklinggau, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Machine Learning;Teknologi Produksi Pulp;Manajemen Ritel Modern;Manajemen Keuangan BUMD Energi;Pelayanan Pelanggan Listrik Pedesaan;Manajemen Operasional Bandara;Gerbong);Agronomi Tanaman Karet/Sawit/Teh","Transkripsi Gambar & Riset"
"PSM076","Perum Transportasi","Transportasi","Transportasi Darat (Perkeretaapian)","Palembang","Beroperasi di Palembang, Perum Transportasi menawarkan keahlian dalam Transportasi Darat (Perkeretaapian) di sektor Transportasi. Mereka dikenal karena inovasi dan kualitas.","Manajemen Pelayanan Medis & Keperawatan;Perencanaan & Pengelolaan DAS;Front Office Management;Pemasaran & Kerjasama Program Radio;Analisis & Tata Kelola Data Pemerintah","Riset Tambahan"
"PSM077","Yayasan Pertambangan Group","Pertambangan","Batubara","Palembang; lokasi proyek","Dolore rerum voluptatum laborum ipsum quaerat. Tempore voluptatum fuga nam.","Manajemen Ritel Modern;K3 Lingkungan Pembangkitan;Teknologi Jaringan Seluler (4G LTE;Prinsip & Produk Perbankan Syariah;Manajemen Kualitas (QC/QA);5G);Wealth Management","Riset Tambahan"
"PSM078","CV Pendidikan","Pendidikan","Pendidikan Tinggi & Penelitian","Sekayu (Muba)","Sebagai pemain di industri Pendidikan, CV Pendidikan yang berbasis di Sekayu (Muba) mengkhususkan diri dalam Pendidikan Tinggi & Penelitian. Dedikasi pada kualitas adalah prioritas utama.","Teknik Pertambangan;Keamanan Penerbangan (AVSEC);Underwriting Asuransi Kredit;SAP PP/MM;Teknik Sipil (Struktur;Digitalisasi Konten Radio & Podcast;Tembaga)","Riset Tambahan"
"PSM079","UD Konstruksi Agung","Konstruksi & Infrastruktur","Operator Jalan Tol","Sekayu (Muba)","UD Konstruksi Agung menyediakan solusi Konstruksi & Infrastruktur dengan spesialisasi Operator Jalan Tol untuk pasar di Sekayu (Muba) dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Pemasaran Produk Digital;Nutrisi Ternak Unggas/Ikan;Manajemen Dana Pihak Ketiga Syariah;Musyarakah)","Analisis Internal"
"PSM080","Firma Konstruksi Makmur Muara Enim","Konstruksi & Infrastruktur","Operator Jalan Tol","Muara Enim;Baturaja (OKU)","Ut sequi fuga ipsum dignissimos tempore eos. Iusto quis accusamus totam.","Cloud Computing (AWS/Azure/GCP);Teknologi Konstruksi Jalan;Mudharabah;Digitalisasi Konten Radio & Podcast","Analisis Internal"
"PSM081","PT Perbankan","Perbankan","Layanan Keuangan & Perbankan Swasta","Palembang","Nam ipsa dolor neque aliquam non ipsum.","Literasi & Edukasi Keuangan;Community Development Perkebunan;Jalan;Teknik Elektro (Arus Kuat);Mekanisasi Pertanian;Pemasaran Produk & Layanan Seluler","Riset Tambahan"
"PSM082","Perum Electric Power Logistik","Logistik & Transportasi","Layanan Kepelabuhanan","Baturaja (OKU)","Dolore aut quas dolorum consequuntur amet. Esse non mollitia quas.","Rantai Dingin Distribusi Produk Segar/Beku;Manajemen Operasional Jalan Tol;Optimalisasi Jaringan Radio (RF Optimization);Air Traffic Services (Dasar);Hidrologi & Hidrometri;PLTG;Reasuransi (Dasar);Pemeliharaan Infrastruktur Jalan Tol","Transkripsi Gambar & Riset"
"PSM083","Firma Logistik Mandiri","Logistik & Transportasi","Layanan Kepelabuhanan","Indralaya","Beroperasi di Indralaya, Firma Logistik Mandiri menawarkan keahlian dalam Layanan Kepelabuhanan di sektor Logistik & Transportasi. Mereka dikenal karena inovasi dan kualitas.","Pengabdian Masyarakat;Pemecahan Masalah;Kesehatan Hewan & Biosecurity;Manajemen Siaran Radio;Manajemen Risiko Kredit;Teknik Kimia Proses Pulp & Kertas;R&D Produk Semen","Data Generasi Otomatis"
"PSM084","Perum Layanan","Layanan Publik","Pengelolaan Sumber Daya Air","Lubuklinggau","Quo sint necessitatibus voluptates dolor molestias.","Manajemen Operasional Hotel;Analisis Data Operasional;Pelayanan Pelanggan Listrik Pedesaan;Analisis Data;Manajemen Event & Banquet;UKM;Administrasi Rumah Sakit;Pemasaran & Kerjasama Program Radio","Riset Tambahan"
"PSM085","PT Konstruksi Muara Enim","Konstruksi","Infrastruktur Jalan Tol","Muara Enim","PT Konstruksi Muara Enim adalah perusahaan yang bergerak di bidang Konstruksi, dengan fokus pada Infrastruktur Jalan Tol. Berlokasi di Muara Enim, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Desain Grafis;Sistem Transaksi Tol Elektronik;Estimasi Biaya Proyek (Quantity Surveyor);Machine Learning;Agronomi Tanaman Karet/Sawit/Teh","Transkripsi Gambar & Riset"
"PSM086","Firma Transportasi Group","Transportasi","Transportasi Udara (Maskapai)","Palembang","Firma Transportasi Group menyediakan solusi Transportasi dengan spesialisasi Transportasi Udara (Maskapai) untuk pasar di Palembang dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Musyarakah);Kerja Tim;Korporat);Layanan Penerbangan (Passenger Handling;Manajemen Produksi Pakan Ternak;Supply Chain Management;Cloud Computing (AWS/Azure/GCP)","Riset Tambahan"
"PSM087","UD Manufaktur Indralaya","Manufaktur","Industri Pulp & Kertas","Indralaya;Lahat","Sebagai pemain di industri Manufaktur, UD Manufaktur Indralaya yang berbasis di Indralaya dan Lahat mengkhususkan diri dalam Industri Pulp & Kertas. Dedikasi pada kualitas adalah prioritas utama.","Pengawasan Kepatuhan (Compliance);HSE Operasi Migas;Operasi Pembangkit Listrik (PLTU;Teknologi Jaringan Seluler (4G LTE;Manajemen Layanan IT (ITSM)","Riset Tambahan"
"PSM088","UD Logistik Solusindo","Logistik & Transportasi","Layanan Kepelabuhanan","Baturaja (OKU)","Beroperasi di Baturaja (OKU), UD Logistik Solusindo menawarkan keahlian dalam Layanan Kepelabuhanan di sektor Logistik & Transportasi. Mereka dikenal karena inovasi dan kualitas.","Analisis Kelayakan Kredit Usaha;Desain Grafis;Layanan Pelanggan Digital;Pemetaan GIS/Remote Sensing Kehutanan;Pemeliharaan Infrastruktur Jalan Tol;Guest Relations;Operasional Bank Syariah;Java;Hukum Bisnis & Jaminan;Sistem Informasi Pelabuhan","Transkripsi Gambar & Riset"
"PSM089","PT Perhotelan Terpadu Lubuklinggau","Perhotelan & Pariwisata","Akomodasi & Layanan Perhotelan","Lubuklinggau","Sebagai pemain di industri Perhotelan & Pariwisata, PT Perhotelan Terpadu Lubuklinggau yang berbasis di Lubuklinggau mengkhususkan diri dalam Akomodasi & Layanan Perhotelan. Dedikasi pada kualitas adalah prioritas utama.","Manajemen Logistik Maritim;Operasi & Pemeliharaan Infrastruktur Air;Sistem Informasi Pelabuhan;HSE Pelabuhan;Logistik;Operasional Cabang Bank;Manajemen Operasional Jalan Tol;Efisiensi Energi Pembangkit;Layanan Pelanggan","Transkripsi Gambar & Riset"
"PSM090","Firma Transportasi","Transportasi","Transportasi Udara (Pengelola Bandara)","Prabumulih","Beroperasi di Prabumulih, Firma Transportasi menawarkan keahlian dalam Transportasi Udara (Pengelola Bandara) di sektor Transportasi. Mereka dikenal karena inovasi dan kualitas.","Manajemen Klaim Asuransi;Cyber Security;Pemetaan GIS/Remote Sensing Kehutanan;Penunjang Medis (Laboratorium;Kesehatan Hewan & Biosecurity","Riset Tambahan"
